Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25
11,87,89,88,56,51,87,97,3,34,85,46,11,96,64,45,71,42,27,8,37,33,88,54,29
92,15,50,48,87,4,6,93,78,45,45,82,6,68,83,19,84,24,26,63,76,23,81,18,22
45,51,95,96,45,34,53,76,1,48,24,68,36,96,76,92,30,85,24,43,72,87,75,45,12
83,14,97,56,47,50,6,44,56,58,30,25,2,73,86,68,27,46,69,20,9,52,17,85,40
47,48,58,78,74,57,25,99,59,41,33,28,2,54,4,93,70,82,4,77,58,58,49,47,61
19,20,54,77,89,16,27,1,34,84,66,50,83,52,75,67,49,6,94,62,59,92,61,78,6
77,40,3,54,84,50,82,39,69,99,56,54,95,87,85,22,16,48,50,40,89,39,17,34,54
46,67,32,75,22,10,74,53,48,21,77,29,37,52,76,38,93,46,92,4,29,82,37,68,19
87,42,93,76,49,10,77,84,99,37,90,51,98,46,56,53,32,81,71,26,74,12,29,14,11
53,30,98,81,95,68,30,3,20,93,9,35,87,88,58,62,29,40,32,82,82,49,35,17,57
10,61,67,10,32,46,14,78,83,62,71,55,62,71,63,84,30,87,49,14,46,65,79,45,50
98,41,40,81,67,96,40,87,61,66,68,58,1,47,56,75,67,96,20,81,30,96,98,14,10
96,87,34,5,46,32,34,92,86,2,71,33,55,82,89,78,92,89,46,6,4,94,27,17,65
48,77,76,91,52,26,37,64,65,6,80,23,23,30,79,3,29,55,87,92,85,64,78,99,91
84,34,42,25,74,25,11,96,92,66,27,30,69,73,3,60,34,11,47,78,72,55,3,34,7
73,92,33,42,54,22,32,32,33,67,97,53,78,55,59,63,60,69,68,25,98,73,85,60,18
12,27,54,37,94,46,99,92,36,55,27,49,61,96,83,29,43,39,78,15,27,78,81,22,77
83,4,89,55,81,37,89,38,63,89,89,30,4,78,76,62,96,25,20,64,68,36,10,97,89
69,73,95,7,19,21,71,36,75,69,25,22,65,34,71,66,49,88,69,87,34,15,60,83,54
27,74,82,10,33,45,96,65,34,19,65,23,13,70,79,87,33,5,71,42,87,91,37,38,20
34,87,96,92,47,31,56,13,12,5,72,60,97,38,89,53,1,74,51,31,98,8,64,31,75
19,22,58,1,9,62,58,34,51,83,85,52,45,67,51,32,12,25,65,87,62,39,96,73,27
87,76,59,51,48,70,42,18,55,17,11,14,66,51,78,9,93,95,7,69,34,15,58,58,20
46,40,82,61,90,99,79,82,71,24,97,81,11,73,98,73,22,42,11,94,81,58,39,58,4
56,22,87,22,90,4,73,66,19,48,23,17,37,60,79,17,33,67,88,86,62,43,38,88,20
97,51,68,59,50,13,15,16,19,74,32,96,67,96,21,31,19,10,80,5,80,96,77,93,52
59,67,73,59,2,67,76,86,47,98,33,17,88,43,27,15,53,46,10,44,71,28,63,80,14
7,68,27,76,59,92,6,22,96,30,2,43,78,88,99,62,89,33,86,90,61,51,41,91,28
98,71,33,82,42,93,37,15,99,39,23,51,7,60,17,97,28,25,17,59,43,55,88,97,35
2,47,48,12,51,90,72,57,88,96,84,34,82,11,14,1,48,7,54,77,82,74,16,99,5
60,78,11,30,81,71,85,3,74,16,37,67,21,27,72,73,80,55,20,29,46,95,6,52,15
53,13,46,33,14,31,49,62,80,35,50,46,55,68,59,76,57,22,27,64,36,60,94,66,44
4,37,43,86,65,12,31,1,44,80,99,40,44,36,5,25,67,36,59,17,83,8,42,36,46
84,22,31,20,60,47,72,82,18,36,39,2,34,97,98,33,29,66,41,31,40,62,32,93,33
92,9,39,88,57,78,31,99,81,28,24,42,95,94,82,47,37,75,62,17,27,92,71,53,51
64,33,80,48,43,42,95,58,53,74,95,93,61,28,35,95,59,91,14,44,30,69,71,30,67
57,89,52,28,34,76,80,38,84,88,80,71,15,6,53,41,77,67,8,46,55,91,82,52,96
91,49,30,7,24,82,31,99,32,57,75,32,47,77,94,14,99,51,35,75,39,25,88,50,18
13,11,87,67,9,70,78,42,83,6,77,61,28,79,87,26,89,19,63,31,72,56,26,60,52
72,67,28,37,1,20,2,71,62,36,95,72,42,94,58,21,59,29,82,18,62,95,24,21,56
4,80,94,21,83,21,56,47,86,15,2,34,31,87,57,24,42,9,21,48,56,80,37,69,50
16,28,99,69,22,22,69,61,39,41,5,4,71,43,86,3,34,76,75,36,93,3,48,72,48
40,71,87,64,78,40,39,6,95,78,28,16,67,14,34,32,32,11,73,52,84,1,47,74,95
66,63,89,41,37,22,53,63,43,48,96,84,20,9,24,85,10,67,69,68,33,96,94,71,8
70,98,39,89,79,27,58,95,76,22,41,82,90,72,99,58,66,26,92,26,67,72,41,47,94
62,34,41,28,41,32,45,47,32,45,44,7,49,91,10,45,10,13,57,40,94,67,22,83,32
58,13,88,17,43,87,59,40,43,17,65,76,55,67,55,92,65,36,27,86,39,36,62,8,44
92,26,8,82,95,3,83,19,64,86,41,80,48,75,90,63,54,91,31,9,85,22,48,16,3
43,73,75,41,61,96,40,3,93,87,79,63,54,48,50,14,37,72,72,75,18,11,61,72,93
94,20,35,44,38,59,54,11,59,17,31,32,72,35,59,18,84,93,96,86,60,18,38,62,10
87,4,84,32,14,17,60,72,62,62,39,18,61,48,39,65,52,70,37,12,3,79,79,52,99
83,11,52,40,29,60,77,6,83,53,4,91,69,5,50,78,8,17,10,11,58,88,24,82,1
45,48,86,43,43,89,27,64,33,25,64,28,10,55,43,87,92,64,18,8,14,68,93,91,97
33,60,56,98,78,17,87,78,85,52,94,55,75,60,50,67,47,54,61,2,11,17,2,32,2
69,60,32,15,40,3,67,64,36,28,30,87,91,68,41,59,81,44,69,21,42,58,45,91,22
98,15,70,83,51,68,47,34,35,27,95,9,96,13,49,55,20,28,52,10,66,68,31,67,67
83,80,15,93,13,66,12,39,78,85,41,92,37,15,44,93,49,38,44,29,73,73,81,69,13
42,81,74,98,24,81,95,23,17,39,58,20,99,78,58,72,30,60,72,12,93,28,14,29,23
20,40,56,48,27,17,2,58,52,60,27,63,54,54,4,21,92,63,81,63,30,71,19,39,1
89,3,6,64,11,90,2,27,55,48,96,47,69,57,98,59,62,9,21,11,25,44,35,40,10
81,89,1,87,59,18,87,41,79,20,11,15,37,88,38,28,85,14,13,58,93,90,39,19,58
8,49,31,24,6,13,53,61,81,74,47,32,69,83,25,9,6,65,80,38,11,63,93,37,72
85,21,55,55,83,92,97,6,54,91,65,37,41,45,9,30,54,87,60,4,68,59,54,7,52
16,40,54,98,26,68,10,33,42,90,2,26,67,74,74,55,91,79,35,56,4,28,14,42,79
81,25,27,92,87,48,15,87,36,66,2,73,85,8,5,78,66,91,62,90,29,53,80,56,37
6,64,28,43,33,14,99,41,1,24,21,92,75,2,50,46,88,22,21,34,39,3,11,50,23
64,70,16,74,13,94,1,25,93,77,56,97,41,20,74,76,81,7,62,49,55,83,52,2,9
22,81,10,42,89,71,34,82,55,67,91,68,50,33,46,17,39,85,56,37,17,80,83,35,64
69,56,2,35,56,27,70,30,34,94,7,55,65,77,63,85,55,78,10,60,71,18,59,93,5
11,88,29,31,63,82,79,84,82,45,18,29,77,18,20,67,37,87,95,30,87,30,45,88,90
4,91,48,83,70,46,54,14,25,28,69,36,76,84,56,26,91,44,70,33,72,15,20,61,47
40,54,97,85,82,38,80,93,86,64,19,93,52,10,18,92,57,79,40,4,17,60,35,4,15
77,5,32,54,25,38,98,46,55,70,67,98,96,87,30,83,89,14,53,50,1,79,19,82,32
62,66,30,47,42,84,77,59,17,14,6,70,69,90,71,6,61,16,9,33,52,20,25,15,26
12,97,66,39,28,99,15,92,8,25,27,72,50,1,57,79,53,14,21,61,49,59,75,99,39
64,19,72,1,95,40,39,73,15,87,8,61,70,82,24,18,62,45,25,43,76,25,31,49,59
14,49,76,68,31,25,60,66,95,29,27,8,75,76,65,4,1,36,12,42,93,97,25,11,4
95,13,20,49,18,85,49,25,30,87,87,87,78,57,56,37,71,45,11,14,31,19,75,36,60
33,27,75,77,62,88,17,87,81,22,15,58,87,64,59,38,33,32,73,92,59,74,22,53,82
4,89,17,14,49,93,10,43,95,22,28,13,16,96,41,52,70,9,56,51,8,52,62,5,45
35,11,54,17,28,72,27,95,32,52,49,34,31,3,55,13,31,27,69,10,59,86,95,92,55
86,52,85,25,70,26,45,54,89,82,66,54,80,53,65,27,97,90,98,37,50,75,39,87,62
13,42,60,64,80,35,73,94,28,18,89,2,60,72,98,54,31,69,98,9,65,35,91,84,52
86,89,78,2,99,25,81,60,27,80,99,70,44,82,50,64,21,28,90,58,82,94,94,86,4
31,1,47,76,45,91,61,74,90,89,23,35,12,28,9,84,41,36,70,48,39,43,71,82,35
33,44,71,96,6,90,25,17,69,47,87,76,83,25,53,54,60,56,39,21,99,88,7,74,39
83,39,36,6,28,41,24,10,90,10,9,45,31,61,97,34,76,15,45,18,52,3,32,41,25
38,48,43,38,92,59,37,81,19,82,42,95,62,36,31,81,91,40,12,48,13,24,4,49,29
37,10,74,95,54,37,30,9,65,5,96,10,44,73,19,17,17,76,4,76,56,85,45,95,82
79,4,60,20,93,25,15,57,59,40,65,82,38,51,10,71,92,8,8,37,2,12,4,11,27
57,4,82,50,22,41,42,49,69,65,45,22,71,60,83,80,85,91,74,56,81,26,29,23,69
22,43,96,52,95,88,96,22,96,22,4,56,34,63,82,92,43,41,13,30,32,22,82,27,47
53,73,74,1,55,82,18,90,38,18,29,26,66,30,46,24,94,24,4,25,43,8,61,39,89
51,48,70,57,65,25,66,27,3,83,64,9,49,91,65,60,81,13,65,6,65,47,38,99,3
81,50,87,54,29,52,51,16,56,77,60,75,24,4,78,90,16,13,6,28,71,54,39,20,82
54,72,15,7,64,19,75,47,14,54,21,68,68,11,1,87,67,69,62,12,1,51,56,58,55
47,9,12,97,14,77,20,77,95,33,98,8,44,91,96,83,96,31,68,54,37,50,25,68,26
61,43,27,8,18,51,89,57,78,12,1,97,93,60,22,35,91,82,84,8,73,27,11,82,37
80,55,22,63,33,58,86,57,59,99,43,45,25,47,39,65,10,53,72,96,49,92,36,75,69
52,37,70,74,95,91,38,14,8,76,92,95,64,67,14,33,78,20,4,44,68,89,13,73,47
34,49,81,34,12,48,12,13,90,84,48,41,74,96,68,67,23,17,75,22,99,23,73,57,1
60,86,1,86,17,5,37,30,54,38,82,88,32,45,36,78,38,1,57,21,96,78,12,23,34
71,59,55,77,19,30,9,71,2,7,51,75,76,24,10,10,11,39,44,30,90,99,51,91,54
22,83,82,53,87,40,2,5,11,36,87,26,87,17,19,32,77,25,79,38,8,8,8,41,83
30,71,54,78,92,70,55,57,69,13,86,97,62,26,78,54,46,12,59,56,77,49,36,32,79
44,77,45,66,55,70,28,68,65,11,29,17,48,13,24,94,4,7,30,84,98,34,90,8,64
33,31,94,86,48,17,9,72,83,35,20,47,17,30,64,66,59,46,11,38,10,95,19,38,15
6,75,50,68,90,99,9,31,48,6,58,29,42,51,19,57,38,98,26,86,41,79,99,47,35
86,27,32,59,93,48,13,8,54,38,83,99,4,70,37,19,98,77,60,20,48,90,26,49,22
68,82,18,84,27,81,23,70,52,75,18,70,10,35,41,11,7,89,42,4,58,15,57,4,93
68,19,44,10,39,73,91,23,40,99,73,13,9,1,16,60,10,51,65,2,5,9,4,3,40
91,65,42,99,20,54,15,2,65,23,73,49,91,27,36,37,91,47,58,28,97,70,14,92,8
79,70,63,86,68,10,37,2,61,38,7,24,1,5,68,99,20,27,98,94,6,39,9,40,41
24,91,47,94,80,78,13,60,27,86,94,85,5,72,67,24,58,76,8,11,74,11,95,61,54
61,24,2,4,53,62,60,32,84,64,87,52,41,32,41,67,60,51,77,7,93,58,61,46,67
11,87,6,25,96,22,77,24,69,27,85,30,2,76,44,45,89,25,25,56,10,73,11,85,45
96,93,54,68,87,34,1,24,89,47,36,19,57,51,93,45,90,9,43,64,16,7,88,85,14
55,40,41,28,44,19,59,52,6,51,39,5,1,33,51,79,94,8,75,56,51,34,31,66,62
73,67,73,98,24,32,49,61,94,75,94,3,53,27,53,58,63,41,41,95,29,77,51,58,50
13,11,74,18,98,31,13,71,71,19,78,87,99,98,29,7,50,7,71,79,40,12,81,80,1
56,64,25,35,39,88,56,5,37,26,2,20,38,52,29,89,98,94,14,28,30,99,49,7,5
69,66,88,86,23,61,64,74,66,59,96,35,98,88,63,51,83,34,81,18,52,1,34,10,92
44,11,56,83,66,8,69,59,95,76,24,1,84,40,51,22,98,29,80,12,81,7,25,93,53
40,70,44,27,76,58,83,21,87,17,63,86,68,22,66,97,71,68,71,45,40,35,60,96,4
19,6,76,35,9,72,54,89,58,92,25,32,58,55,70,59,48,93,75,25,62,76,39,10,38
20,97,26,5,93,50,64,34,94,43,76,16,26,68,69,35,99,13,87,68,48,4,36,12,39
16,62,42,4,13,36,35,35,61,4,24,28,46,34,46,45,23,87,7,65,54,77,96,9,52
24,36,52,39,15,54,23,43,7,70,34,42,18,34,76,44,61,78,13,22,3,45,41,49,67
59,48,23,41,32,43,22,48,77,58,38,16,74,67,27,10,86,42,99,50,13,40,87,97,28
36,28,91,77,94,43,46,53,86,6,57,25,6,53,81,52,95,25,30,22,62,37,9,85,81
37,1,6,61,14,31,45,22,98,19,28,66,88,6,90,93,76,26,6,49,28,33,71,1,86
89,46,37,10,76,71,59,88,50,27,28,85,89,68,90,33,18,3,88,67,48,75,34,21,51
12,63,6,59,86,57,92,25,24,37,70,55,91,26,31,65,69,9,76,77,27,84,32,87,50
34,85,45,63,66,47,86,55,95,79,38,18,92,21,34,21,70,69,52,46,94,24,28,81,96
40,92,65,63,88,62,33,73,14,61,89,2,73,70,35,85,39,12,63,93,53,7,96,77,13
55,96,65,52,56,57,67,24,97,42,75,15,90,50,82,38,76,10,54,62,52,19,83,82,94
39,3,7,69,98,84,62,24,93,72,26,66,86,7,18,36,93,31,43,46,50,89,2,63,42
6,22,42,25,17,67,89,42,23,10,91,15,13,41,42,5,39,29,67,97,55,39,35,41,17
28,49,50,30,55,87,57,66,58,54,57,64,1,18,51,11,71,89,81,39,61,25,75,92,32
33,31,62,72,28,95,87,88,35,98,28,22,45,46,31,94,65,94,46,69,4,28,98,33,60
16,36,37,6,88,91,54,94,77,79,31,28,32,20,64,61,45,31,74,21,17,96,53,24,43
54,54,51,20,14,51,51,67,82,35,40,27,66,61,92,33,35,45,26,33,20,29,98,61,9
29,41,26,80,10,77,16,2,39,71,16,88,29,37,35,90,78,67,20,82,66,58,94,37,95
56,6,69,39,51,76,22,50,29,88,22,12,61,91,24,76,18,13,61,80,76,78,16,36,55
15,35,52,53,64,47,15,13,76,60,20,45,15,64,13,34,11,94,7,13,41,76,88,17,87
28,52,17,50,97,69,8,2,83,75,33,81,16,90,63,2,81,39,59,18,55,33,69,60,58
12,81,12,78,86,12,96,50,50,77,34,53,78,39,88,75,48,17,61,72,1,82,57,45,53
64,60,70,83,8,13,68,94,95,36,24,96,24,20,56,58,3,79,85,64,48,23,33,31,74
10,48,48,20,39,65,20,14,81,92,97,16,40,48,69,71,64,30,26,51,45,75,58,87,7
82,32,94,42,94,13,20,47,83,29,46,81,23,28,29,10,17,78,97,41,69,29,43,56,33
42,34,11,94,29,87,77,9,66,17,95,54,35,29,63,32,52,24,80,19,6,80,45,45,64
16,68,45,20,49,73,62,69,12,61,2,29,17,65,3,41,49,31,95,49,73,5,64,2,74
36,19,83,16,10,75,65,90,34,11,12,74,72,56,68,57,17,46,60,17,44,63,56,37,19
67,41,71,61,90,93,97,30,24,38,93,74,53,37,93,45,4,38,80,54,89,54,73,74,48
9,68,63,59,58,24,87,43,47,50,56,39,10,10,36,92,60,8,96,89,23,12,1,84,76
84,92,73,15,47,63,19,57,15,38,90,93,92,79,65,24,6,77,88,69,90,69,86,69,54
51,33,65,90,90,10,68,8,86,80,50,92,33,10,12,54,38,80,42,70,86,57,88,17,12
72,98,64,82,18,98,89,76,44,9,26,55,59,74,41,92,9,65,25,86,37,30,99,73,87
82,83,90,2,94,4,73,81,49,90,94,49,64,21,98,93,70,64,47,20,29,12,68,15,9
39,88,4,90,93,10,29,36,44,2,47,80,64,14,51,84,48,29,51,65,30,46,25,15,14
88,9,43,13,57,69,86,9,74,61,51,87,59,96,48,33,48,97,69,38,8,37,52,86,93
28,31,87,67,33,10,61,72,34,85,42,95,77,27,40,7,73,26,16,77,94,26,53,37,7
59,6,23,33,8,2,25,27,17,72,66,90,25,16,49,76,73,30,23,53,17,1,91,17,41
56,13,77,52,14,35,77,5,23,35,23,37,81,3,75,73,83,21,27,12,33,76,91,71,10
66,65,36,41,48,57,88,45,72,47,38,9,36,15,75,58,16,97,41,82,86,63,28,81,15
8,77,90,26,56,17,67,47,47,90,29,70,33,8,41,1,14,23,7,80,18,53,5,11,41
61,27,17,29,73,31,26,60,36,60,28,82,38,77,1,36,70,33,85,59,84,22,31,32,9
88,99,20,63,35,55,45,51,89,3,45,60,31,19,81,15,89,86,58,94,67,74,39,25,31
36,25,84,17,71,3,75,86,89,19,78,58,62,29,42,28,56,44,96,6,57,44,82,39,5
81,96,79,79,19,24,57,55,63,87,82,79,22,44,75,52,76,56,2,15,78,26,63,94,22
84,12,90,24,41,67,83,23,17,85,66,44,49,49,43,72,20,13,25,99,69,44,19,74,68
89,37,29,86,81,92,9,20,54,35,50,66,46,47,54,43,18,41,56,74,67,1,17,53,6
90,27,39,20,31,51,93,29,14,36,79,45,50,21,24,10,51,38,62,95,88,46,50,57,32
91,47,97,96,88,8,43,45,58,80,93,20,37,83,84,23,33,49,53,63,87,99,14,70,89
30,19,93,3,14,49,55,13,63,9,6,66,49,12,64,4,51,19,15,25,80,75,73,9,37
86,64,48,79,85,21,63,13,59,57,90,50,73,50,13,57,79,7,73,4,48,50,98,67,29
15,95,70,20,63,40,98,74,44,84,45,36,78,80,95,86,90,34,43,32,71,66,47,13,84
86,52,32,57,34,2,79,40,18,97,16,60,45,3,75,41,13,51,90,63,72,50,79,19,28
84,86,34,56,51,3,78,32,27,1,2,30,98,35,11,66,97,4,94,12,27,3,72,77,36
60,67,50,25,42,45,26,81,58,91,32,15,50,65,72,51,30,92,4,80,12,58,19,56,93
31,66,80,89,25,97,44,88,80,77,68,70,79,44,86,24,10,5,11,12,1,88,62,61,31
98,84,60,84,4,31,7,22,49,47,5,78,80,80,35,32,41,48,44,66,35,99,32,81,83
48,50,64,29,73,64,36,96,2,3,87,24,57,88,25,70,14,38,40,29,12,59,81,49,43
10,95,10,76,42,9,54,35,66,60,24,65,75,9,99,68,39,71,75,19,52,5,46,88,31
41,18,37,66,65,21,48,94,59,67,47,23,40,94,76,44,47,26,40,62,2,99,7,36,35
65,52,14,63,11,31,1,19,49,62,11,23,23,46,81,86,71,34,83,7,81,5,50,80,29
55,93,84,44,31,57,46,53,24,21,54,19,77,26,60,16,6,12,68,85,50,99,80,44,85
67,38,53,12,69,16,16,65,35,79,17,26,67,50,56,47,27,68,71,83,92,62,84,68,7
37,35,99,96,73,13,53,67,42,8,35,51,92,55,20,27,65,89,98,2,94,45,4,11,11
69,2,54,43,41,24,95,49,5,58,44,22,2,44,69,30,51,4,47,4,7,27,29,26,29
87,58,50,39,57,4,38,44,47,68,39,26,30,13,19,32,52,6,23,16,94,95,86,48,31
77,87,79,21,33,79,81,3,44,57,91,28,72,39,62,6,65,43,80,42,36,65,46,70,99
2,95,75,95,80,59,62,72,50,3,25,3,19,21,14,47,92,18,40,43,88,47,25,99,7
37,97,87,18,41,73,30,28,51,38,52,14,91,13,53,81,59,57,96,72,37,52,44,22,26
47,25,63,62,66,92,9,36,60,40,66,39,7,11,76,72,61,11,32,49,37,76,16,76,65
33,97,24,99,95,79,30,72,52,63,78,32,13,36,6,73,78,16,99,75,3,16,54,71,30
87,62,52,33,53,36,8,71,59,60,64,4,55,50,43,40,80,8,57,21,91,39,20,81,64
49,38,98,57,32,10,45,38,13,94,37,7,5,83,7,74,42,42,53,31,18,78,65,85,76
29,34,65,50,45,15,15,32,11,34,64,85,46,23,66,44,45,41,96,86,59,77,96,34,63
37,31,17,22,42,88,40,83,18,41,22,22,16,83,44,23,45,74,6,50,91,55,74,63,86
14,63,52,55,39,40,19,86,84,93,4,74,77,53,90,1,98,26,30,16,87,86,52,43,22
42,98,79,45,48,66,94,59,87,18,46,1,83,68,72,34,7,87,21,91,81,44,66,22,61
46,38,2,10,28,78,56,10,48,77,26,12,72,8,57,34,73,19,59,60,93,59,19,75,66
38,81,19,37,41,94,16,19,77,50,64,8,58,42,78,32,4,40,7,79,88,39,14,76,23
78,80,79,45,50,27,47,61,65,92,45,29,34,49,16,33,71,99,12,60,12,18,16,8,3
73,85,33,72,91,62,14,14,21,8,98,83,62,40,77,84,56,2,64,37,68,97,52,29,47
31,53,45,64,28,57,35,5,67,45,58,1,28,35,87,80,10,55,60,49,99,41,63,29,97
73,80,34,94,86,54,85,49,56,83,45,82,47,99,19,47,20,58,18,91,69,34,8,97,29
83,96,30,53,37,2,30,46,83,4,63,72,44,78,78,32,20,42,71,31,16,59,43,38,93
11,75,53,9,13,66,17,59,26,1,48,72,7,5,39,65,50,58,64,13,41,47,48,74,48
78,6,78,47,13,88,57,78,93,31,55,46,41,89,85,78,92,9,68,92,9,92,14,1,68
3,80,86,23,57,64,87,53,10,50,75,16,60,28,25,92,14,31,4,2,5,89,14,31,31
60,58,34,47,73,99,3,28,98,51,8,77,92,53,2,39,59,4,4,60,40,42,21,75,9
70,65,46,14,29,95,58,62,71,85,77,94,33,10,82,7,40,17,46,55,28,7,52,99,69
41,9,25,71,42,4,54,44,87,88,77,55,4,78,34,75,42,24,99,88,8,76,75,58,34
83,53,43,47,2,91,30,7,83,79,80,10,71,96,69,93,1,64,9,21,40,69,13,16,6
98,82,6,34,40,33,29,68,87,83,46,21,34,16,80,88,33,74,30,81,40,60,71,98,79
21,79,97,30,92,38,99,70,6,55,98,97,67,71,57,41,11,92,61,61,33,54,56,62,49
7,21,58,20,64,18,76,36,9,57,50,67,32,3,50,89,88,7,88,92,8,7,48,91,64
75,5,54,51,58,27,49,55,5,71,11,95,97,80,93,15,48,80,29,88,76,92,88,88,20
92,50,96,82,39,23,3,74,99,29,66,84,83,73,46,43,53,5,26,14,34,4,31,61,2
18,53,46,94,45,3,47,60,27,93,11,13,37,72,2,46,26,17,61,59,2,77,52,80,68
23,57,79,69,16,90,14,88,1,11,95,11,34,77,52,73,19,42,23,60,18,48,91,68,14
25,78,73,36,65,21,12,32,93,64,95,95,23,27,82,27,59,35,18,42,42,56,62,71,62
88,32,63,2,8,12,36,49,65,72,38,77,70,86,55,78,9,66,66,91,67,77,21,20,97
4,51,47,52,17,7,58,66,12,41,79,78,36,81,15,98,94,41,11,6,7,52,33,69,79
38,76,91,11,41,81,94,60,70,46,98,53,40,75,61,33,63,59,47,13,21,38,22,90,17
42,76,81,83,59,26,50,27,74,61,96,20,77,11,71,77,71,48,45,52,11,21,56,36,25
60,12,27,55,94,56,41,22,65,47,52,13,62,33,69,12,37,68,46,32,91,70,44,75,69
55,18,68,98,94,69,58,90,34,75,97,78,16,95,63,19,95,12,10,60,16,9,94,75,58
42,24,80,24,86,15,77,86,21,70,53,67,88,34,84,85,6,18,25,21,95,94,38,47,21
96,67,93,19,7,67,82,79,24,7,51,89,11,13,51,31,28,65,71,19,76,13,92,16,74
96,97,35,31,68,93,81,33,39,57,60,21,10,20,74,46,69,61,38,35,57,37,21,13,74
87,86,6,72,36,72,73,36,3,92,35,53,98,75,64,60,64,37,30,33,70,48,39,97,59
4,82,56,93,63,64,3,48,31,85,73,80,30,18,16,67,14,64,80,6,93,36,35,66,28
54,46,65,41,33,56,10,31,94,33,41,75,47,16,28,49,60,86,27,12,27,83,66,96,36
41,97,25,76,71,90,27,72,18,26,78,65,88,98,21,95,84,25,68,37,64,45,46,87,94
38,25,59,93,22,49,9,54,84,22,52,51,85,24,67,91,89,76,70,68,8,50,97,40,49
10,20,48,30,80,40,65,98,22,86,85,92,47,90,83,32,33,98,62,36,25,97,1,66,17
64,62,46,15,64,50,76,87,65,12,91,18,75,53,41,93,79,29,14,74,38,95,36,6,70
8,33,53,5,12,76,85,96,22,31,45,9,20,37,51,43,23,26,39,80,7,24,41,66,3
21,53,19,45,86,80,12,57,3,32,22,1,66,53,85,88,19,38,11,77,1,20,87,95,27
65,35,23,4,90,52,19,30,14,43,32,57,80,2,6,3,95,33,7,23,18,59,77,71,77
96,6,92,93,75,51,17,83,44,90,67,67,95,27,82,96,31,45,88,45,51,22,90,23,9
19,18,92,75,69,68,2,13,18,34,5,47,44,33,28,39,48,33,37,9,9,73,91,47,61
55,94,39,36,20,17,33,31,64,86,79,25,67,66,95,18,85,21,47,45,55,25,13,1,68
17,16,61,84,23,53,61,33,89,75,13,91,57,43,18,58,35,18,11,89,15,92,92,16,77
72,47,56,45,11,68,60,94,26,42,49,57,46,48,93,97,94,27,94,43,83,81,54,12,64
50,24,72,31,77,56,59,95,23,53,39,65,21,34,5,73,22,5,4,20,91,42,55,7,91
94,84,37,71,94,66,66,17,22,48,53,34,30,34,18,32,40,59,6,95,54,73,89,66,61
61,69,29,34,90,49,34,43,15,71,82,63,56,30,14,71,46,83,24,5,57,90,58,89,91
12,35,6,34,17,64,82,37,49,3,88,39,85,33,81,60,63,22,66,71,93,15,82,5,8
59,87,65,25,42,2,90,48,6,40,50,8,85,23,69,82,16,47,17,58,81,70,36,19,76
63,61,65,19,30,59,49,9,90,72,17,84,11,61,67,21,32,44,73,14,70,41,81,66,16
55,5,48,87,4,91,63,66,64,26,64,5,67,23,26,63,40,4,94,52,29,65,61,79,75
48,51,17,92,83,95,20,76,54,30,86,49,38,52,70,58,24,25,89,62,13,18,15,82,49
78,76,62,54,26,43,68,50,94,13,76,61,85,28,2,3,77,15,55,86,57,39,25,4,19
63,83,15,14,34,86,17,77,45,56,85,31,84,42,63,20,71,13,92,45,69,29,44,2,44
19,85,31,32,93,90,36,81,25,55,88,21,44,45,75,45,57,52,7,71,22,70,67,7,53
32,41,16,42,95,92,49,81,56,7,80,10,41,40,54,71,25,22,52,21,56,42,60,63,35
18,40,93,50,7,67,82,57,64,40,86,96,94,38,83,99,75,65,91,81,72,71,36,97,72
7,22,45,93,99,89,14,73,8,33,38,69,35,72,11,83,47,42,25,51,61,25,66,70,22
27,50,55,76,16,3,76,40,53,27,58,94,52,27,2,31,90,45,23,57,42,22,4,64,46
62,9,49,41,56,86,34,70,87,88,5,78,75,46,29,22,38,93,3,20,96,91,20,15,56
6,30,48,41,21,16,49,60,99,70,44,46,33,66,62,65,18,81,93,93,43,91,71,74,33
93,52,48,25,38,70,43,38,60,18,88,68,99,43,63,67,34,20,33,75,53,29,8,70,8
95,17,66,32,4,32,59,35,53,26,98,17,85,34,58,1,69,97,80,87,30,64,49,99,47
29,86,80,56,77,53,15,67,79,7,42,15,5,62,6,24,65,12,3,58,70,11,35,74,4
92,18,32,20,75,79,4,17,73,89,58,39,94,93,74,67,53,7,44,93,39,5,48,61,40
6,50,14,99,3,66,50,91,41,96,50,23,96,74,13,36,96,17,91,35,17,8,62,58,79
5,65,85,50,24,33,62,72,51,38,17,9,33,53,49,14,7,21,87,93,70,81,76,18,89
84,77,11,81,89,2,16,77,67,67,55,88,86,65,8,16,35,13,76,99,89,21,10,20,8
13,62,74,32,56,5,24,62,11,98,73,46,36,51,74,63,37,55,36,21,49,59,43,23,87
92,17,28,40,93,25,81,23,76,52,10,24,91,15,31,14,18,84,75,57,29,41,55,19,89
88,11,88,7,87,85,74,99,46,32,58,93,37,30,90,32,57,98,45,46,78,23,64,98,23
54,53,33,84,40,46,7,27,75,83,3,64,21,79,71,61,36,65,62,87,41,53,84,39,90
15,32,41,48,69,83,51,42,48,94,66,73,54,88,95,43,28,90,17,71,71,89,25,52,54
18,58,32,32,64,72,74,31,85,65,29,67,70,83,44,27,53,28,61,24,75,62,13,40,88
